,session_no,Member_name,Days_attended
1011,233,dr. c.m. ramesh,  16
1012,233,sardar balwinder singh bhunder,  20
1013,233,shri naresh gujral,  22
1014,233,shri rajkumar dhoot,  12
1015,233,shri bhupender yadav,  5
1016,233,shri dilipbhai pandya,  22
1017,233,dr. bhushan lal jangde, 18
1018,233,shri ramdas athawale,  13
1019,233,shri parimal nathwani,  7
1020,233,*shri rajeev chandrasekhar, 19
1021,233,shri k. r. arjunan,  22
1022,233,shri a. k. selvaraj,  21
1023,233,shri basawaraj patil, 22
1024,233,shri  rangasayee ramakrishna, 22
1025,233,dr. mansukh mandaviya,  14
1026,233,shri narayan lal panchariya,  18
1027,233,*shri anil desai,  13
1028,233,smt. thota seetharama lakshmi,  16
1029,233,smt. gundu sudharani,  20
1030,233,shri paul manoj pandian,  22
1031,233,smt.  vijila sathyananth,  22
1032,233,dr. v. maitreyan,  22
1033,233,shri r. k. sinha,  18
1034,233,shri ram kumar kashyap,  21
1035,233,shri garikapati mohan rao,  17
1036,233,shri d. kupendra reddy, 14
1037,233,shri a. w. rabi bernard,  15
1038,233,shri hishey lachungpa,  15
1039,233,shri a.v. swamy,  22
1040,233,shri a. navaneethakrishnan,  20
1041,233,shri dilip kumar tirkey,  21
1042,233,shri mukul roy,  15
1043,233,*shri sharad pawar,  5
1044,233,shri sukhendu sekhar ray,  20
1045,233,shri s. muthukaruppan,  17
1046,233,shri devender goud t.,  19
1047,233,shri praful patel,  12
1048,233,smt.  kanimozhi,  15
1049,233,dr. sasikala pushpa ramaswamy,  20
1050,233,shri kalpataru das,  21
1051,233,shri tiruchi siva,  20
1052,233,shri derek o' brien,  22
1053,233,dr.  mahendra prasad,  20
1054,233,shri t. rathinavel,  22
1055,233,dr. r. lakshmanan,  17
1056,233,shri baishnab parida,  20
1057,233,dr. k.p. ramalingam,  22
1058,233,shri d.p. tripathi,  22
1059,233,shri k.c. tyagi,  22
1060,233,dr. kanwar deep singh,  22
1061,233,shri h.k. dua,19
1062,233,ms. anu aga,21
1063,233,ms.  rekha,1
1064,233,dr. ashok s. ganguly,21
1065,233,shri javed akhtar,14
1066,233,*smt. b. jayashree,16
1067,233,shri sachin ramesh tendulkar,3
1068,233,dr. vijay mallya, 7
1069,233,shri ram jethmalani,  10
1070,233,shri a.u. singh deo,  14
1071,233,shri khekiho zhimomi,  5
1072,233,shri majeed memon,  19
1073,233,shri k.t.s. tulsi, 19
1074,233,shri k. parasaran,18
1075,233,prof. mrinal miri,20
1076,233,shri d. bandyopadhyay,  21
1077,233,prof. jogen chowdhury,  13
1078,233,smt. sarojini hembram,  16
1079,233,shri anubhav mohanty,  17
1080,233,shri bhupinder singh,  20
1081,233,shri sanjay dattatraya kakade,  6
1082,233,smt. vandana chavan,  18
1083,233,shri ishwarlal shankarlal jain,  15
1084,233,shri s. thangavelu,  13
1085,233,shri ahamed hassan,  19
1086,233,shri vivek gupta,  15
1087,233,shri md. nadimul haque,  21
1088,233,shri sitaram yechury,  21
1089,233,prof. ram gopal yadav,  21
1090,233,shri sharad yadav,  19
1091,233,km.  mayawati,  22
1092,233,shri p. rajeeve,  21
1093,233,shri naresh agrawal,  22
1094,233,shri ali  anwar ansari,  18
1095,233,shri d. raja,  21
1096,233,shri satish chandra misra,  19
1097,233,shri tapan kumar sen,  21
1098,233,shri kiranmay nanda,  21
1099,233,shri javed ali khan,  18
1100,233,dr. anil kumar sahani,  21
1101,233,shri ambeth rajan,  22
1102,233,shri veer singh,  22
1103,233,shri t.k. rangarajan,  21
1104,233,shri bashistha narain singh,  13
1105,233,smt. jaya bachchan,  21
1106,233,smt. kanak lata singh,  22
1107,233,dr.  tazeen fatma,  20
1108,233,shri narendra kumar kashyap,  3
1109,233,shri prem chand gupta,  17
1110,233,shri ram nath thakur,  21
1111,233,shri ram chandra prasad singh,  19
1112,233,shri k.n. balagopal,  20
1113,233,smt. jharna das baidya,  19
1114,233,shri darshan singh yadav,  22
1115,233,shri vishambhar prasad nishad,  22
1116,233,shri jugul kishore,  13
1117,233,chaudhary munvvar saleem,  21
1118,233,*shri pyarimohan mohapatra,  16
1119,233,shri pavan kumar varma,  22
1120,233,shri  harivansh,  15
1121,233,dr. t.n. seema,  21
1122,233,shri m.p. achuthan,  21
1123,233,shri alok tiwari,  21
1124,233,shri arvind kumar singh,  22
1125,233,shri neeraj shekhar,  19
1126,233,shri  rajaram,  20
1127,233,dr. k. keshava rao,  18
1128,233,shri c.p. narayanan,  22
1129,233,shri ritabrata banerjee,  22
1130,233,smt. kahkashan perween,  19
1131,233,shri gulam rasool balyawi,  16
1132,233,dr. chandrapal singh yadav,  19
1133,233,shri ravi prakash verma,  20
1134,233,shri  sanjiv kumar, 19
1135,233,shri munquad ali,  19
1136,233,shri salim ansari,  22
1137,233,shri salim ansari,  22
1138,233,shri rajpal singh saini,  22
1139,233,shri munquad ali,  19
1140,233,shri rajpal singh saini,  22
1141,233,shri  anand sharma,  22
1142,233,shri a.k. antony,  5
1143,233,dr.  karan singh,  18
1144,233,dr. manmohan singh,  21
1145,233,shri ahmed patel,  13
1146,233,shri digvijaya singh,  18
1147,233,shri k. rahman khan, 18
1148,233,shri janardan dwivedi,  22
1149,233,shri motilal vora, 21
1150,233,dr. t. subbarami reddy,  15
1151,233,shri oscar fernandes, 16
1152,233,prof. saif-ud-din soz,  2
1153,233,shri jairam ramesh, 14
1154,233,kumari  selja,  20
1155,233,shri rajeev shukla,  21
1156,233,shri bhubaneswar kalita,  17
1157,233,shri bhubaneswar kalita,  17
1158,233,shri narendra budania,  19
1159,233,shri p.l. punia,  20
1160,233,chaudhary birender singh,  M
1161,233,dr. k. chiranjeevi,  7
1162,233,shri madhusudan mistry,  18
1163,233,shri pramod tiwari,  20
1164,233,shri mani shankar aiyar,16
1165,233,shri mohammad shafi,  6
1166,233,shri v. hanumantha rao,  22
1167,233,shri jesudasu seelam,  22
1168,233,shri shadi lal batra,  22
1169,233,shri parvez hashmi,  21
1170,233,dr. k.v.p. ramachandra rao,  20
1171,233,shri mohd. ali khan,  22
1172,233,dr. sanjay sinh,  21
1173,233,shri biswajit daimary,  18
1174,233,smt. viplove thakur,  21
1175,233,dr. bhalchandra mungekar,18
1176,233,shri ananda bhaskar rapolu,  22
1177,233,shri narendra budania,  19
1178,233,shri p. bhattacharya,  22
1179,233,shri shantaram naik, 22
1180,233,shri praveen rashtrapal,  17
1181,233,shri ranjib biswal,  12
1182,233,shri husain dalwai,  19
1183,233,shri joy abraham,  13
1184,233,shri g. n. ratanpuri,  4
1185,233,shri ronald sapa tlau,  17
1186,233,shri palvai govardhan reddy,  21
1187,233,smt. manorama d. sharama, 20
1188,233,shri pankaj bora,  22
1189,233,shri santiuse kujur,  21
1190,233,shri dhiraj prasad sahu, 12
1191,233,shri avinash pande,  22
1192,233,*haji  abdul salam,  17
1193,233,prof. m.v. rajeev gowda, 22
1194,233,shri ghulam nabi azad,  LOP
1195,233,prof. p.j. kurien,  HDC
1196,233,shri satyavrat chaturvedi,  20
1197,233,smt. ambika soni,  15
1198,233,smt. mohsina kidwai, 19
1199,233,shri  ashwani kumar,  16
1200,233,shri vayalar ravi,  13
1201,233,dr. abhishek manu singhvi,  9
1202,233,smt. renuka chowdhury,  14
1203,233,shri satish sharma,  20
1204,233,shri  mukut mithi,  18
1205,233,shri b.k. hariprasad, 10
1206,233,dr. m.s. gill,  22
1207,233,dr. e.m. sudarsana natchiappan,  19
1208,233,shri vijay jawaharlal darda,  15
1209,233,smt. rajani ashokrao patil,  20
1210,233,smt. wansuk syiem, 22
1211,233,dr. vijaylaxmi sadho,  22
1212,233,smt. naznin faruque,  21
1213,233,shri p. kannan, 7
1214,233,shri  ashk ali tak,  19
1215,233,dr. pradeep kumar balmuchu, 9
1216,233,shri mahendra singh mahra, 22
1217,233,,
1687,216,dr. n. janardhana reddy,  4
1688,216,prof. saif-ud-din soz,  4
1689,216,shri mohammad shafi,  4
1690,216,shri ghulam nabi azad,  M
1691,216,dr. manmohan singh,  PM
1692,216,shri vayalar ravi,  M
1693,216,smt. ambika soni,  M
1694,216,shri  anand sharma,  M
1695,216,shri murli deora,  M
1696,216,shri santosh bagrodia,  4
1697,216,smt. mohsina kidwai, 4
1698,216,shri rishang keishing,  4
1699,216,shri r.k. dhawan,  4
1700,216,shri janardan dwivedi,  4
1701,216,shri rajeev shukla,  3
1702,216,dr. prabha thakur,  4
1703,216,smt. viplove thakur,  4
1704,216,prof. alka  balram kshatriya,  4
1705,216,ms. sushila tiriya,  2
1706,216,shri praveen rashtrapal,  2
1707,216,shri silvius condpan,  4
1708,216,shri dharam pal sabharwal,  4
1709,216,shri arjun singh,  1
1710,216,shri a.k. antony,  M
1711,216,shri hans raj bhardwaj,  4
1712,216,dr.  karan singh,  3
1713,216,shri prithviraj chavan,  M
1714,216,shri ahmed patel,  4
1715,216,prof. p.j. kurien,  4
1716,216,shri oscar fernandes, 3
1717,216,shri jairam ramesh, M
1718,216,shri  ashwani kumar,  3
1719,216,shri g.k. vasan,  M
1720,216,smt. jayanthi natarajan,  4
1721,216,shri s.m. krishna, M
1722,216,shri bhubaneswar kalita,  4
1723,216,ms. mabel rebello, 4
1724,216,shri satish sharma,  4
1725,216,dr. t. subbarami reddy,  2
1726,216,shri satyavrat chaturvedi,  4
1727,216,shri  nandi yellaiah,  4
1728,216,shri rama chandra khuntia,  4
1729,216,shri raashid alvi,  4
1730,216,shri v. hanumantha rao,  4
1731,216,shri b.k. hariprasad, 4
1732,216,smt. syeda anwara taimur,  4
1733,216,shri g. sanjeeva reddy,  4
1734,216,shri b. s. gnanadesikan,  4
1735,216,dr.  ram prakash,  4
1736,216,dr. k. keshava rao,  4
1737,216,shri  mukut mithi,  4
1738,216,shri shantaram naik, 4
1739,216,dr. abhishek manu singhvi,  1
1740,216,dr. e.m. sudarsana natchiappan,  4
1741,216,shri vijay jawaharlal darda,  4
1742,216,shri arjun kumar sengupta,  4
1743,216,smt. t. ratna bai,  4
1744,216,dr. k.v.p. ramachandra rao,  4
1745,216,shri anil h. lad, 3
1746,216,shri ishwar singh,  4
1747,216,shri mohd. ali khan,  4
1748,216,dr. radhakant nayak,  4
1749,216,shri gireesh kumar sanghi,  3
1750,216,shri jesudasu seelam,  4
1751,216,shri sabir ali,  4
1752,216,shri  abdul wahab,  2
1753,216,shri shivraj vishwanath patil,  4
1754,216,shri motilal vora, 4
1755,216,shri d. raja,  4
1756,216,shri sitaram yechury,  3
1757,216,dr. m.s. gill,  M
1758,216,shri prem chand gupta,  4
1759,216,shri  tariq anwar,  4
1760,216,shri prasanta chatterjee,  3
1761,216,shri mukul roy,  M
1762,216,shri jabir husain,  4
1763,216,shri a. vijayaraghavan,  3
1764,216,shri shyamal chakraborty,  3
1765,216,dr.  mahendra prasad,  4
1766,216,shri rajniti prasad,  4
1767,216,shri subhash  prasad yadav,  4
1768,216,dr. yogendra p. trivedi,  1
1769,216,shri  moinul hassan,  4
1770,216,shri tarini kanta roy,  4
1771,216,shri penumalli madhu,  2
1772,216,shri matilal sarkar,  4
1773,216,dr. c. rangarajan,3
1774,216,smt. shobhana bhartia,4
1775,216,shri shyam benegal,2
1776,216,dr. k. kasturirangan,4
1777,216,dr. chandan mitra,  4
1778,216,prof. m.s. swaminathan,1
1779,216,dr.(smt.) kapila vatsyayan,4
1780,216,dr. bimal jalan,2
1781,216,sardar tarlochan singh,  4
1782,216,dr. janardhan waghmare,  3
1783,216,smt. vasanthi stanley,  4
1784,216,smt.  kanimozhi,  4
1785,216,shri syed azeez pasha,  4
1786,216,shri  rajaram,  4
1787,216,dr. barun mukherji,  4
1788,216,shri tapan kumar sen,  4
1789,216,shri p.r. rajan,  4
1790,216,shri ahmad saeed malihabadi,  4
1791,216,shri mohammed adeeb,  3
1792,216,shri o.t. lepcha,  4
1793,216,shri thomas sangma, 4
1794,216,shri a.a. jinnah,  4
1795,216,shri k.e. ismail,  4
1796,216,shri r.c. singh,  4
1797,216,shri amir alam khan,  4
1798,216,shri nand kishore yadav,  4
1799,216,shri avtar singh karimpuri,  3
1800,216,shri saman pathak,  3
1801,216,shri janeshwar mishra,  4
1802,216,shri satish chandra misra,  2
1803,216,shri mahendra sahni,  4
1804,216,dr. v. maitreyan,  4
1805,216,smt. brinda karat,  4
1806,216,shri amar singh,  2
1807,216,prof. ram gopal yadav,  4
1808,216,dr. k. malaisamy,  4
1809,216,shri shivanand tiwari,  3
1810,216,shri mohammed amin,  4
1811,216,dr. anbumani ramadoss,  1
1812,216,shri n. k. singh,  4
1813,216,dr. akhilesh das gupta,  1
1814,216,shri t.k. rangarajan,  3
1815,216,shri virendra bhatia,  4
1816,216,shri  mahendra mohan,  3
1817,216,shri brajesh pathak,  4
1818,216,shri veer singh,  3
1819,216,shri raj mohinder singh majitha,  4
1820,216,shri sanjay raut,  4
1821,216,shri abani roy,  4
1822,216,shri p. rajeeve,  4
1823,216,shri brijlal khabri,  4
1824,216,shri b.b. tiwari,  4
1825,216,shri ajay singh chautala,  1
1826,216,shri ambeth rajan,  2
1827,216,shri  nandamuri harikrishna,  1
1828,216,shri rahul bajaj,  4
1829,216,shri ram narayan sahu,  4
1830,216,shri bhagwati singh,  4
1831,216,shri kamal akhtar,  2
1832,216,shri m. rajasekara murthy, 4
1833,216,shri rajeev chandrasekhar, 4
1834,216,shri sharad anantrao joshi,  4
1835,216,shri m.v. mysura reddy,  4
1836,216,shri n.r. govindarajar,  4
1837,216,shri mahmood a. madani,  3
1838,216,shri veer pal singh yadav,  4
1839,216,shri munquad ali,  4
1840,216,shri  balihari babu,  4
1841,216,shri ali  anwar ansari,  2
1842,216,shri parimal nathwani,  3
1843,216,shri biswajit daimary,  4
1844,216,shri m.p. achuthan,  4
1845,216,shri swapan sadhan bose,  1
1846,216,shri  mangala kisan,  4
1847,216,smt. renubala pradhan,  4
1848,216,dr. manohar joshi,  4
1849,216,shri m. venkaiah naidu,  3
1850,216,shri  shanta kumar,  3
1851,216,shri arun shourie,  4
1852,216,shri n. balaganga,  4
1853,216,shri ravi shankar prasad,  1
1854,216,shri balavant alias bal apte,  4
1855,216,shri vikram verma,  2
1856,216,shri vinay katiyar,  3
1857,216,shri kalraj mishra,  4
1858,216,shri birendra prasad baishya,  4
1859,216,shri s. anbalagan,  4
1860,216,shri a. elavarasan,  4
1861,216,shri pyarelal khandelwal,  3
1862,216,shri lalit kishore chaturvedi,  3
1863,216,shri balbir punj,  4
1864,216,smt. maya singh,  4
1865,216,shri rajkumar dhoot,  3
1866,216,dr. ejaz ali,  4
1867,216,shri su. thirunavukkarasar,  3
1868,216,shri parshottam rupala,  4
1869,216,shri shivpratap singh, 4
1870,216,shri vijaykumar rupani,  4
1871,216,shri pyarimohan mohapatra,  3
1872,216,shri varinder singh bajwa,  2
1873,216,shri  lalhming liana,  4
1874,216,shri surendra motilal patel,  4
1875,216,miss anusuiya uikey,  4
1876,216,shri krishan lal balmiki,  4
1877,216,shri rudra narayan pany,  4
1878,216,shri kumar deepak das,  4
1879,216,shri khekiho zhimomi,  3
1880,216,shri naresh gujral,  4
1881,216,dr. bharatkumar raut,  4
1882,216,smt. kusum rai,  3
1883,216,shri raghunandan sharma,  3
1884,216,shri bhagirathi majhi,  4
1885,216,shri arun jaitley,  4
1886,216,shri k. rahman khan, HDC
1887,216,shri s.s. ahluwalia, 4
1888,216,dr. najma a. heptulla,  4
1889,216,shri bhagat singh koshyari, 2
1890,216,shri ramdas agarwal,  4
1891,216,dr. c.p. thakur,  4
1892,216,shri rajiv pratap rudy,  4
1893,216,shri om prakash mathur,  3
1894,216,shri m. rama jois, 4
1895,216,shri k.b. shanappa, 3
1896,216,shri prakash javadekar,  4
1897,216,shri prabhat jha,  3
1898,216,shri suryakantbhai acharya,  3
1899,216,shri shreegopal vyas, 3
1900,216,shri kanjibhai patel,  4
1901,216,shri narayan singh kesari,  4
1902,216,dr. gyan prakash pilania,  4
1903,216,shri jai prakash narayan singh, 3
1904,216,shri natuji halaji thakor,  4
1905,216,shri bharatsinh prabhatsinh parmar,  4
1906,216,,
2139,221,shri m. rajasekara murthy, 11
2140,221,dr. manmohan singh,  PM
2141,221,smt. ambika soni,  M
2142,221,shri prithviraj chavan,  M
2143,221,shri  anand sharma,  M
2144,221,shri murli deora,  M
2145,221,prof. saif-ud-din soz,  23
2146,221,smt. mohsina kidwai, 22
2147,221,shri rishang keishing,  21
2148,221,shri janardan dwivedi,  23
2149,221,ms. sushila tiriya,  16
2150,221,shri rajeev shukla,  21
2151,221,shri narendra budania,  22
2152,221,*dr. prabha thakur,  11
2153,221,smt. viplove thakur,  20
2154,221,prof. alka  balram kshatriya,  19
2155,221,shri silvius condpan,  23
2156,221,shri praveen rashtrapal,  21
2157,221,shri parvez hashmi,  20
2158,221,shri shadi lal batra,  22
2159,221,shri p. kannan, 6
2160,221,smt. naznin faruque,  18
2161,221,shri a.k. antony,  M
2162,221,shri s.m. krishna, M
2163,221,shri ghulam nabi azad,  M
2164,221,dr.  karan singh,  20
2165,221,shri arjun singh,  6
2166,221,shri vayalar ravi,  M
2167,221,dr. m.s. gill,  M
2168,221,shri g.k. vasan,  M
2169,221,shri ahmed patel,  8
2170,221,prof. p.j. kurien,  22
2171,221,shri oscar fernandes, 15
2172,221,shri jairam ramesh, M
2173,221,shri mani shankar aiyar,10
2174,221,smt. jayanthi natarajan,  14
2175,221,shri  nandi yellaiah,  14
2176,221,shri bhubaneswar kalita,  17
2177,221,ms. mabel rebello, 22
2178,221,shri  ashwani kumar,  21
2179,221,shri satish sharma,  23
2180,221,dr. t. subbarami reddy,  14
2181,221,shri satyavrat chaturvedi,  21
2182,221,dr. e.m. sudarsana natchiappan,  23
2183,221,shri  mukut mithi,  18
2184,221,shri vijay jawaharlal darda,  12
2185,221,shri rama chandra khuntia,  16
2186,221,shri raashid alvi,  23
2187,221,shri v. hanumantha rao,  17
2188,221,chaudhary birender singh,  20
2189,221,shri g. sanjeeva reddy,  16
2190,221,shri b. s. gnanadesikan,  9
2191,221,dr.  ram prakash,  21
2192,221,dr. k. keshava rao,  19
2193,221,dr. bhalchandra mungekar,19
2194,221,shri shantaram naik, 22
2195,221,dr. abhishek manu singhvi,  12
2196,221,shri jesudasu seelam,  20
2197,221,dr. ram dayal munda,13
2198,221,shri mohammad shafi,  6
2199,221,smt. t. ratna bai,  22
2200,221,dr. vijaylaxmi sadho,  21
2201,221,shri anil h. lad, 6
2202,221,shri ishwar singh,  22
2203,221,shri mohd. ali khan,  23
2204,221,shri dhiraj prasad sahu, 14
2205,221,shri avinash pande,  7
2206,221,*shri  ashk ali tak,  11
2207,221,dr. k.v.p. ramachandra rao,  16
2208,221,shri biswajit daimary,  7
2209,221,shri swapan sadhan bose,  3
2210,221,dr. n. janardhana reddy,  20
2211,221,shri motilal vora, 23
2212,221,shri  tariq anwar,  20
2213,221,shri mukul roy,  M
2214,221,shri prem chand gupta,  21
2215,221,shri d. raja,  23
2216,221,shri mohan singh,  23
2217,221,smt. brinda karat,  20
2218,221,shri jabir husain,  23
2219,221,smt.  kanimozhi,  13
2220,221,shri  moinul hassan,  15
2221,221,shri shyamal chakraborty,  15
2222,221,dr.  mahendra prasad,  19
2223,221,shri rajniti prasad,  14
2224,221,shri ram vilas paswan,  12
2225,221,dr. yogendra p. trivedi,  12
2226,221,dr. k.p. ramalingam,  20
2227,221,shri  mangala kisan,  23
2228,221,shri tarini kanta roy,  15
2229,221,shri tapan kumar sen,  19
2230,221,shri h.k. dua,23
2231,221,smt. shobhana bhartia,19
2232,221,shri shyam benegal,15
2233,221,dr. ashok s. ganguly,12
2234,221,shri javed akhtar,7
2235,221,prof. m.s. swaminathan,13
2236,221,dr.(smt.) kapila vatsyayan,19
2237,221,dr. vijay mallya, 4
2238,221,shri ram kripal yadav,  12
2239,221,dr. janardhan waghmare,  16
2240,221,*smt. vasanthi stanley,  19
2241,221,shri t.m. selvaganapathi,  17
2242,221,smt. b. jayashree,7
2243,221,dr. barun mukherji,  22
2244,221,shri khekiho zhimomi,  9
2245,221,smt. renubala pradhan,  8
2246,221,shri o.t. lepcha,  19
2247,221,shri thomas sangma, 12
2248,221,shri ishwarlal shankarlal jain,  16
2249,221,shri ranjitsinh vijaysinh mohite-patil,  19
2250,221,shri s. thangavelu,  17
2251,221,shri a.a. jinnah,  19
2252,221,shri g. n. ratanpuri,  22
2253,221,dr. kanwar deep singh,  12
2254,221,shri mohammed adeeb,  23
2255,221,shri mahmood a. madani,  10
2256,221,shri r.c. singh,  23
2257,221,shri sitaram yechury,  20
2258,221,*shri pyarimohan mohapatra,  10
2259,221,shri shivanand tiwari,  13
2260,221,shri satish chandra misra,  18
